,genre
1107,"Pop indépendant, rock indépendant, neo-psychedelia, garage rock, power pop"
1108,"Bluegrass, Newgrass, Spacegrass, Jazz"
1109,Humoristique
1110,http://fr.dbpedia.org/resource/Heavy_Metal_traditionnel
1111,http://fr.dbpedia.org/resource/Rock_italien
1112,http://fr.dbpedia.org/resource/Fado
1113,http://fr.dbpedia.org/resource/Opéra-comique
1114,Baroque
1115,http://fr.dbpedia.org/resource/Pop
1116,http://fr.dbpedia.org/resource/Opéra_rock
1117,http://fr.dbpedia.org/resource/Mugham
1118,"Ska, Reggae, Ragga, Ska punk, chanson française"
1119,"Punk rock, Hardcore mélodique, Punk hardcore"
1120,"Folk rock, chanson québécoise des années 1970"
1121,http://fr.dbpedia.org/resource/Funkcore
1122,http://fr.dbpedia.org/resource/Rythm_and_blues
1123,http://fr.dbpedia.org/resource/Musique_Tex-Mex
1124,http://fr.dbpedia.org/resource/Lounge_(musique)
1125,http://fr.dbpedia.org/resource/Anarcho-punk
1126,http://fr.dbpedia.org/resource/Grand_opéra
1127,http://fr.dbpedia.org/resource/Art_punk
1128,"Jazz, pop traditionnel, smooth jazz, néo-bop jazz"
1129,http://fr.dbpedia.org/resource/Jazz_afro-cubain
1130,http://fr.dbpedia.org/resource/Northern_soul
1131,"Jazz, swing Blues"
1132,http://fr.dbpedia.org/resource/Indie_dance
1133,http://fr.dbpedia.org/resource/Sophisti-pop
1134,rap-musique folklorique occitane
1135,http://fr.dbpedia.org/resource/Musique_vocale
1136,http://fr.dbpedia.org/resource/Slow
1137,http://fr.dbpedia.org/resource/Twist
1138,féminin
1139,http://fr.dbpedia.org/resource/Musique_romantique
1140,Rock pop musique classique
1141,Opera buffa
1142,opera seria
1143,http://fr.dbpedia.org/resource/Musique_serbe
1144,http://fr.dbpedia.org/resource/Country_music
1145,http://fr.dbpedia.org/resource/Swing_(courant)
1146,http://fr.dbpedia.org/resource/Jump_blues
1147,"Opéra, Musique sacrée, profane, classique, traditionnelle et de variétés"
1148,http://fr.dbpedia.org/resource/Opéra-bouffe
1149,"Jazz, be-bop music, musique de films"
1150,claveciniste
1151,http://fr.dbpedia.org/resource/Rock_(music)
1152,http://fr.dbpedia.org/resource/Post_punk
1153,http://fr.dbpedia.org/resource/New_Wave_music
1154,"Metal alternatif, nu metal"
1155,http://fr.dbpedia.org/resource/Electronic_Body_Music
1156,"chanson française, influence tzigane"
1157,http://fr.dbpedia.org/resource/Mutant_Disco
1158,opérette
1159,http://fr.dbpedia.org/resource/Yodel
1160,http://fr.dbpedia.org/resource/Bal_musette
1161,"Rock, ska, reggae, world music , Patchanka"
1162,http://fr.dbpedia.org/resource/Chill-out
1163,http://fr.dbpedia.org/resource/Gangsta_Rap
1164,http://fr.dbpedia.org/resource/Mainstream
1165,http://fr.dbpedia.org/resource/Neue_Deutsche_Härte
1166,"Pop, Rock, Pop-Rock, Rock alternatif, Jazz Big band, Bossa nova, R'n'B, Hip-hop, Funk, , Enka, Electro"
1167,", ,"
1168,http://fr.dbpedia.org/resource/Adult_Contemporary
1169,"Hard rock, heavy metal"
1170,http://fr.dbpedia.org/resource/New_York_hardcore
1171,http://fr.dbpedia.org/resource/Hard_Rock_(musique)
1172,http://fr.dbpedia.org/resource/Texas_blues
1173,http://fr.dbpedia.org/resource/Electro_dance
1174,http://fr.dbpedia.org/resource/Delta_blues
1175,http://fr.dbpedia.org/resource/Country_blues
1176,http://fr.dbpedia.org/resource/Blues_africain
1177,http://fr.dbpedia.org/resource/Jazz_blues
1178,http://fr.dbpedia.org/resource/Soul_blues
1179,http://fr.dbpedia.org/resource/Electric_blues
1180,Interprète de Chants Traditionnels Berbères
1181,http://fr.dbpedia.org/resource/Punk_blues
1182,http://fr.dbpedia.org/resource/Protopunk
1183,http://fr.dbpedia.org/resource/Folk_punk
1184,http://fr.dbpedia.org/resource/Ballade_(musique)
1185,tous
1186,http://fr.dbpedia.org/resource/Heartland_rock
1187,http://fr.dbpedia.org/resource/Jersey_Shore_sound
1188,http://fr.dbpedia.org/resource/Nouvelle_scène_française
1189,Chanson française d'inspiration jazz et rythmes latino
1190,http://fr.dbpedia.org/resource/Space_music
1191,"Rock 'n' roll, musique folk, roots rock, gospel, pop, musique country, musique acoustique"
1192,http://fr.dbpedia.org/resource/Thrash
1193,http://fr.dbpedia.org/resource/Jazz_rock_fusion
1194,Pop rock
1195,Punk
1196,"Jazz, latino, lounge music, classique, autres"
1197,"rock alternatif, metal alternatif"
1198,http://fr.dbpedia.org/resource/Musique_funk
1199,Variétés françaises
1200,http://fr.dbpedia.org/resource/Bubblegum_dance
1201,http://fr.dbpedia.org/resource/Tango_nuevo
1202,http://fr.dbpedia.org/resource/Trance-goa
1203,http://fr.dbpedia.org/resource/Son_cubain
1204,http://fr.dbpedia.org/resource/Guajira
1205,http://fr.dbpedia.org/resource/Bolero
1206,http://fr.dbpedia.org/resource/Roots_reggae
1207,http://fr.dbpedia.org/resource/Rock_suédois
1208,"Blues rock, boogie rock, rock sudiste, blues électrique"
1209,"Comédie, composition musicale, chanson"
1210,http://fr.dbpedia.org/resource/Dark_wave_néo-classique
1211,http://fr.dbpedia.org/resource/Swamp_rock
1212,http://fr.dbpedia.org/resource/Comédies_musicales
1213,http://fr.dbpedia.org/resource/Chanson_québécoise
1214,Metal alternatif
1215,Nu metal
1216,Post-grunge
1217,Rap metal
1218,http://fr.dbpedia.org/resource/Weird_folk
1219,http://fr.dbpedia.org/resource/Crust_punk
1220,D-Beat
1221,Rock populaire
1222,• blues
1223,• country
1224,• doo-wop
1225,• hillbilly boogie
1226,• rhythm and blues
1227,• rock 'n' roll
1228,• rockabilly
1229,• western swing
1230,http://fr.dbpedia.org/resource/G-funk
1231,http://fr.dbpedia.org/resource/Dance_rock
1232,http://fr.dbpedia.org/resource/Funktronica
1233,http://fr.dbpedia.org/resource/Nu_disco
1234,http://fr.dbpedia.org/resource/Oldschool_jungle
1235,http://fr.dbpedia.org/resource/Sunshine_pop
1236,http://fr.dbpedia.org/resource/Ragtime
1237,http://fr.dbpedia.org/resource/Musique_du_Québec
1238,http://fr.dbpedia.org/resource/Shuffle
1239,"Folk , celte, évangélique et bluegrass"
1240,"Gothic metal,"
1241,"metal alternatif,"
1242,nu metal
1243,http://fr.dbpedia.org/resource/Chanson_atypique
1244,"Variété française, humoristique"
1245,2
1246,http://fr.dbpedia.org/resource/Fusion_(musique)
1247,Nouvelle danse française et Danse-théâtre
1248,http://fr.dbpedia.org/resource/Rock_fusion
1249,Variétés
1250,"Actrice, Chanteuse de jazz"
1251,http://fr.dbpedia.org/resource/Tragédie
1252,http://fr.dbpedia.org/resource/Rap_chrétien
1253,"R'n'B, pop et pop rock"
1254,http://fr.dbpedia.org/resource/Jazz_cubain
1255,http://fr.dbpedia.org/resource/Musiques_cubaines
1256,http://fr.dbpedia.org/resource/Folk_baroque
1257,http://fr.dbpedia.org/resource/Folk_jazz
1258,http://fr.dbpedia.org/resource/Folk_électrique
1259,"Folk, chanson française, rock, chanson réaliste"
1260,http://fr.dbpedia.org/resource/Rock_néo-progressif
1261,"Groove metal, nu metal, metal alternatif, heavy metal"
1262,http://fr.dbpedia.org/resource/Raga_rock
1263,http://fr.dbpedia.org/resource/Dark_cabaret
1264,http://fr.dbpedia.org/resource/Cabaret
1265,http://fr.dbpedia.org/resource/Rap_old_school
1266,Métal gothique mélodique
1267,"Variété française, variété internationale, pop et dance"
1268,Jazz et mambo
1269,http://fr.dbpedia.org/resource/EDM
1270,http://fr.dbpedia.org/resource/Classic_rock
1271,http://fr.dbpedia.org/resource/Metal_extrême_(musique)
1272,http://fr.dbpedia.org/resource/Kompa
1273,"Downtempo, trip hop, ambient et acid jazz"
1274,"Rock italien, funk, pop-rock, blues, rythm & soul"
1275,http://fr.dbpedia.org/resource/Dark_metal
1276,Chanson populaire
1277,Classique populaire
1278,http://fr.dbpedia.org/resource/Musique_légère
1279,http://fr.dbpedia.org/resource/Rock_opéra
1280,"Poro danse, Mandingo, Variété africaine"
1281,http://fr.dbpedia.org/resource/2_Tone
1282,http://fr.dbpedia.org/resource/Blues_électrique
1283,http://fr.dbpedia.org/resource/Stax
1284,http://fr.dbpedia.org/resource/Chicago_blues
1285,http://fr.dbpedia.org/resource/Techno_de_Détroit
1286,http://fr.dbpedia.org/resource/Musique_vocale_(classique)
1287,http://fr.dbpedia.org/resource/Death_Rock
1288,"Rock alternatif, nu metal, metal alternatif, rap rock"
1289,http://fr.dbpedia.org/resource/Alternative_hip_hop
1290,http://fr.dbpedia.org/resource/Poésie_sonore
1291,"Folk metal, viking metal, power metal, death metal mélodique, black metal"
1292,http://fr.dbpedia.org/resource/Hard_FM
1293,http://fr.dbpedia.org/resource/Rap-rock
1294,"Chanson française, musique de film, musique de cabaret"
1295,http://fr.dbpedia.org/resource/Rock_anticommuniste
1296,http://fr.dbpedia.org/resource/Dub_poetry
1297,http://fr.dbpedia.org/resource/Hard_rock_progressif
1298,http://fr.dbpedia.org/resource/Crunk'n_b
1299,http://fr.dbpedia.org/resource/Swamp_pop
1300,", Post-punk, Industriel, Expérimental, Poésie orale"
1301,http://fr.dbpedia.org/resource/Cha_cha_cha
1302,http://fr.dbpedia.org/resource/Afro_Cuban_Jazz
1303,cybermetal
1304,http://fr.dbpedia.org/resource/Nu-jazz
1305,http://fr.dbpedia.org/resource/Outsider_music
1306,http://fr.dbpedia.org/resource/Chillout
1307,"J-pop, dance-pop, pop rock"
1308,http://fr.dbpedia.org/resource/Médiéval
1309,http://fr.dbpedia.org/resource/Nashville_sound
1310,http://fr.dbpedia.org/resource/Honky_tonk_(musique)
1311,"Variété française, rock"
1312,Rock en espéranto
1313,Metal progressif et fusion
1314,"Opérettes, comédies musicales"
1315,Pop Classique
1316,http://fr.dbpedia.org/resource/Rave_party
1317,"http://fr.dbpedia.org/resource/Chanson_française,_world_music"
1318,Pop - texte - turc
1319,"Dirty south, Midwest rap, rap hardcore"
1320,"Rock 'n' roll, musique folk, rock alternatif et pop"
1321,Thrash metal
1322,"Black metal, speed metal"
1323,Crossover thrash
1324,pop punk
1325,rock alternatif
1326,http://fr.dbpedia.org/resource/Danse
1327,"Hip-hop, Eurocrunk"
1328,http://fr.dbpedia.org/resource/British_blues
1329,http://fr.dbpedia.org/resource/Noise_pop
1330,http://fr.dbpedia.org/resource/Madchester
1331,"Grime, UK garage, rap, indie"
1332,http://fr.dbpedia.org/resource/Punkcore
1333,"Variété française, rock, [Noise pop], Blues, folk"
1334,Ska-rock et ska-punk
1335,"Musique instrumentale, musique classique, comédie musicale"
1336,http://fr.dbpedia.org/resource/Bel_canto
1337,"Folk rock, néo-médiéval"
1338,Blues et gospel
1339,http://fr.dbpedia.org/resource/Non-danse
1340,http://fr.dbpedia.org/resource/Bluegrass_music
1341,http://fr.dbpedia.org/resource/Musique_d'avant-garde
1342,http://fr.dbpedia.org/resource/Musique_electronique
1343,http://fr.dbpedia.org/resource/New_York_Hardcore
1344,ClassiqueJazz
1345,http://fr.dbpedia.org/resource/Terrorcore
1346,http://fr.dbpedia.org/resource/Darkcore
1347,"Coupé-décalé, soul,"
1348,http://fr.dbpedia.org/resource/Post-Britpop
1349,« Folk Step » occitan
1350,http://fr.dbpedia.org/resource/Calypso_(musique)
1351,http://fr.dbpedia.org/resource/Musique_suédoise
1352,http://fr.dbpedia.org/resource/Electroclash
1353,musique baroque
1354,http://fr.dbpedia.org/resource/Zaïko_Langa_Langa
1355,http://fr.dbpedia.org/resource/Acteur
1356,http://fr.dbpedia.org/resource/Rock_belge
1357,http://fr.dbpedia.org/resource/Musique_de_danse
1358,http://fr.dbpedia.org/resource/Third_stream
1359,"Heavy metal,comedy rock, crossover thrash, shock rock"
1360,http://fr.dbpedia.org/resource/Glam_punk
1361,"Reggaetón, Latin rap, bachata"
1362,"Jazz  Fusion, Latino"
1363,"Pop, adulte contemporain"
1364,"Variétés suisses-romandes,"
1365,http://fr.dbpedia.org/resource/Broadway
1366,http://fr.dbpedia.org/resource/Eurodisco
1367,http://fr.dbpedia.org/resource/Slam
1368,http://fr.dbpedia.org/resource/Rock_britannique
1369,http://fr.dbpedia.org/resource/Dream_Pop
1370,http://fr.dbpedia.org/resource/Nu-metal
1371,http://fr.dbpedia.org/resource/Ecole_de_Canterbury
1372,"Rock alternatif, post-grunge"
1373,http://fr.dbpedia.org/resource/Variété
1374,"Jazz, variétés, musique de films"
1375,"Pop, chanson"
1376,http://fr.dbpedia.org/resource/Proto-punk
1377,http://fr.dbpedia.org/resource/Electronic_music
1378,musique variée arrangée pour piano
1379,http://fr.dbpedia.org/resource/Ewald_André_Dupont
1380,http://fr.dbpedia.org/resource/Latine
1381,http://fr.dbpedia.org/resource/Post_bop
1382,http://fr.dbpedia.org/resource/Synthpunk
1383,Rock alternatif chrétien
1384,http://fr.dbpedia.org/resource/Gothic_Rock
1385,http://fr.dbpedia.org/resource/Butô
1386,Musique classique et contemporaine
1387,Musiques du monde
1388,http://fr.dbpedia.org/resource/Disco_music
1389,"Punk rock, rock alternatif, pop-punk"
1390,"Avant-garde, indie pop"
1391,http://fr.dbpedia.org/resource/Axé
1392,http://fr.dbpedia.org/resource/Musique_concertante
1393,http://fr.dbpedia.org/resource/Soft_Rock
1394,Ballet ; Opéra
1395,http://fr.dbpedia.org/resource/Mangue_beat
1396,"Variété francophone, pop, adulte contemporain."
1397,http://fr.dbpedia.org/resource/Actuelle
1398,http://fr.dbpedia.org/resource/Classique_contemporain
1399,http://fr.dbpedia.org/resource/Drum'n'bass
1400,"Techno, house, progressive house, progressive trance"
1401,http://fr.dbpedia.org/resource/Rap_algérien
1402,"Rock, hard-rock, rock instrumental"
1403,http://fr.dbpedia.org/resource/Country_rap
1404,http://fr.dbpedia.org/resource/Riot_grrrl
1405,musique de film d'animation
1406,http://fr.dbpedia.org/resource/Variété_(musique)
1407,http://fr.dbpedia.org/resource/Théâtre_de_rue
1408,http://fr.dbpedia.org/resource/Balade
1409,"Rock alternatif, rock indépendant, rock atmosphérique"
1410,http://fr.dbpedia.org/resource/Postmodern_classical_music
1411,http://fr.dbpedia.org/resource/Avant-garde_rock
1412,http://fr.dbpedia.org/resource/Instrument_de_percussion
1413,http://fr.dbpedia.org/resource/Alternatif
1414,http://fr.dbpedia.org/resource/Post_grunge
1415,"Folk, country, musique malgache"
1416,"Jazz, musique de films, musique de variétés, ..."
1417,"Chanson française, soul et pop"
1418,http://fr.dbpedia.org/resource/Cowpunk
1419,http://fr.dbpedia.org/resource/Nu-disco
1420,"http://fr.dbpedia.org/resource/Variété_française,_Musique_du_monde"
1421,"Jazz, classique, rock, MAO"
1422,New wave en bossa nova
1423,Musique nouvelle
1424,http://fr.dbpedia.org/resource/Mento
1425,http://fr.dbpedia.org/resource/Electropunk
1426,Puis :
1427,D'abord :
1428,http://fr.dbpedia.org/resource/Rock_hardcore
1429,"slammeur, compositeur de musique"
1430,http://fr.dbpedia.org/resource/Adult_contemporary
1431,http://fr.dbpedia.org/resource/Rap_underground
1432,Rock expérimental
1433,http://fr.dbpedia.org/resource/P-Funk
1434,http://fr.dbpedia.org/resource/G-Funk
1435,http://fr.dbpedia.org/resource/Post-industriel
1436,"Boogie-rock, rock, hard rock"
1437,http://fr.dbpedia.org/resource/Funk_punk
1438,http://fr.dbpedia.org/resource/Fusion_punk
1439,http://fr.dbpedia.org/resource/Punk_alternatif
1440,http://fr.dbpedia.org/resource/Western_Swing
1441,http://fr.dbpedia.org/resource/Groove
1442,"Death metal mélodique,  death metal"
1443,http://fr.dbpedia.org/resource/Ambient_house
1444,http://fr.dbpedia.org/resource/David_Gilmour
1445,http://fr.dbpedia.org/resource/The_KLF
1446,http://fr.dbpedia.org/resource/FFWD
1447,http://fr.dbpedia.org/resource/Space
1448,http://fr.dbpedia.org/resource/System_7
1449,Collaborations :
1450,Sun Electric
1451,Transit Kings
1452,"Chanson française, rock festif"
1453,http://fr.dbpedia.org/resource/Trance_psychédélique
1454,http://fr.dbpedia.org/resource/Trance_progressive
1455,http://fr.dbpedia.org/resource/Intelligent_Dance_Music
1456,"cha-cha, rumba et merengue"
1457,Jazz-rock et zeuhl
1458,Nueva Canción Chilena
1459,"Glam metal, heavy metal, hard rock, shock rock"
1460,"hardcore folk, bio-techno"
1461,Hard rock - heavy metal - metalcore
1462,http://fr.dbpedia.org/resource/Laïkó
1463,http://fr.dbpedia.org/resource/Musique_marocaine
1464,Jazz punk
1465,Chanson oranaise
1466,http://fr.dbpedia.org/resource/Chant_de_révolte
1467,"Jpop, neoclassical"
1468,"post-hardcore, screamo"
1469,http://fr.dbpedia.org/resource/Musiques_actuelles
1470,"New country, pop, blues"
1471,http://fr.dbpedia.org/resource/Ragga_jungle
1472,http://fr.dbpedia.org/resource/Musique_corse
1473,Pop Variété chinoise
1474,http://fr.dbpedia.org/resource/Gnawa
1475,http://fr.dbpedia.org/resource/Afro_Maghrebin
1476,http://fr.dbpedia.org/resource/Merseybeat
1477,http://fr.dbpedia.org/resource/Musique_rock
1478,http://fr.dbpedia.org/resource/Chaâbi_algérois
1479,http://fr.dbpedia.org/resource/Trip-hop
1480,http://fr.dbpedia.org/resource/Musique_orientale
1481,http://fr.dbpedia.org/resource/Musique_portugaise
1482,"K-pop, pop, R&B, dance, A cappella"
1483,http://fr.dbpedia.org/resource/Bop
1484,http://fr.dbpedia.org/resource/Rythm'n'blues
1485,Electro funk French touch
1486,http://fr.dbpedia.org/resource/Hopcore
1487,musique traditionnelle martiniquaise
1488,"Easy listening, musique d'ambiance, pop, chanson françaiseClassique"
1489,"Jazz manouche, musique tzigane"
1490,Musique soliste et concertante pour piano
1491,Electro-pop
1492,http://fr.dbpedia.org/resource/Tokusatsu
1493,Variété et pop
1494,pop rock et country music
1495,Punk rock
1496,http://fr.dbpedia.org/resource/Valse
1497,http://fr.dbpedia.org/resource/Jazz_Nouvelle-Orléans
1498,"House, electro house, hip-hop"
1499,"http://fr.dbpedia.org/resource/Pop,_hip_hop"
1500,"rock festif, chanson française"
1501,"Rap East Coast, rap hardcore, dirty rap"
1502,"reggae ,  Dub"
1503,http://fr.dbpedia.org/resource/Kisanola
1504,http://fr.dbpedia.org/resource/Musique_indienne
1505,"Pop punk, rock alternatif, emo"
1506,http://fr.dbpedia.org/resource/Country_soul
1507,http://fr.dbpedia.org/resource/Musique_répétitive
1508,http://fr.dbpedia.org/resource/Hip_hop_soul
1509,"Rap west coast, gangsta rap, G-funk, Latin rap"
1510,Grindcore
1511,Pop turque
1512,http://fr.dbpedia.org/resource/Nu_roots
1513,"Metal industriel, metal hybride"
1514,http://fr.dbpedia.org/resource/Memphis_blues
1515,http://fr.dbpedia.org/resource/West_Coast_blues
1516,Musique chrétienne
1517,"Post-hardcore, emo, hardcore mélodique, pop punk rock alternatif"
1518,http://fr.dbpedia.org/resource/Publicité
1519,http://fr.dbpedia.org/resource/Blues_rural
1520,http://fr.dbpedia.org/resource/Métalcore
1521,http://fr.dbpedia.org/resource/Rock_argentin
1522,http://fr.dbpedia.org/resource/Roots
1523,http://fr.dbpedia.org/resource/Trance-Goa
1524,http://fr.dbpedia.org/resource/Pop/rock
1525,http://fr.dbpedia.org/resource/Country_alternative
1526,http://fr.dbpedia.org/resource/Girl_group
1527,http://fr.dbpedia.org/resource/Période_classique
1528,"pop, R&B , dance et soul"
1529,"chant choral, musique folklorique"
1530,R&B coréen
1531,http://fr.dbpedia.org/resource/Easycore
1532,"Rap underground, hip-hop alternatif, indie hip-hop"
1533,http://fr.dbpedia.org/resource/Jrock
1534,"variétés, blues, jazz et Western swing"
1535,http://fr.dbpedia.org/resource/Gypsy
1536,http://fr.dbpedia.org/resource/Musique_hispanique
1537,Rap hardcore
1538,"Pop rock, nouvelle scène, chanson française"
1539,"Pop rock, folk, blues, soul et rock"
1540,"Folk, blue-eyed soul, pop-jazz, soft rock"
1541,http://fr.dbpedia.org/resource/Picking_(guitare)
1542,http://fr.dbpedia.org/resource/Tapping
1543,"Musique tibétaine, world"
1544,"Dark atmosphérique, heavenly voices"
1545,http://fr.dbpedia.org/resource/Chaoui
1546,http://fr.dbpedia.org/resource/Cover_band
1547,Electro
1548,http://fr.dbpedia.org/resource/Musique_d'ambiance
1549,http://fr.dbpedia.org/resource/Black_metal_industriel
1550,"Rap instrumental, trip hop, downtempo, musique électronique, intelligent dance music"
1551,"Rock progressif, rock atmosphérique, musique celtique"
1552,http://fr.dbpedia.org/resource/Rap_Hardcore
1553,http://fr.dbpedia.org/resource/Disco_house
1554,http://fr.dbpedia.org/resource/Chant_chrétien
1555,http://fr.dbpedia.org/resource/Gospel_house
1556,http://fr.dbpedia.org/resource/Choro
1557,http://fr.dbpedia.org/resource/Rock_alternatif_latino
1558,musique vocale
1559,"Électronique, 8-bit, noise pop, experimental, dance alternative, electro-punk"
1560,http://fr.dbpedia.org/resource/Musique_espagnole
1561,http://fr.dbpedia.org/resource/Latin_Pop
1562,http://fr.dbpedia.org/resource/Neo-trance
1563,http://fr.dbpedia.org/resource/Trybal
1564,"Rock, Heavy Metal, Neo Metal"
1565,RnB
1566,musique orchestrale
1567,http://fr.dbpedia.org/resource/Bossa-Nova
1568,http://fr.dbpedia.org/resource/Crossover(musique)
1569,"http://fr.dbpedia.org/resource/Fiesta,_Jazz,_Soukouss"
1570,http://fr.dbpedia.org/resource/Électroacoustique
1571,http://fr.dbpedia.org/resource/Expérimental
1572,"House vocal, dance, eurodance, disco house"
1573,http://fr.dbpedia.org/resource/Musique_mexicaine
1574,http://fr.dbpedia.org/resource/Années_1980
1575,"Jazz de création, musique improvisée, musique contemporaine"
1576,http://fr.dbpedia.org/resource/Metalcore_mélodique
1577,http://fr.dbpedia.org/resource/Hardcore_new_school
1578,http://fr.dbpedia.org/resource/Crunkcore
1579,Pop/rock
1580,http://fr.dbpedia.org/resource/Afropop
1581,"Death metal, deathcore"
1582,http://fr.dbpedia.org/resource/Kadans
1583,http://fr.dbpedia.org/resource/Riot_grrl
1584,http://fr.dbpedia.org/resource/New_jack
1585,http://fr.dbpedia.org/resource/Adult_contemporaire
1586,http://fr.dbpedia.org/resource/Musiques_de_films
1587,http://fr.dbpedia.org/resource/Yiddish
1588,Musique baroque et classique
1589,http://fr.dbpedia.org/resource/Death_melodique
1590,"Pop, chanson française"
1591,http://fr.dbpedia.org/resource/Geek_rock
1592,"Avec les colocs: Swing, Blues, Rock, Jazz, Rockabilly et Musique du monde. Avec Anonymus: Thrash metal. En solo: Non-Classable Punk Rock."
1593,Rock indépendant
1594,"Variété espagnole, pop rock, pop, musique électronique"
1595,"Electro-pop, hip-hop, moombahton"
1596,"Pop, , électro-rock, dance-pop, synthpop"
1597,"Jazz vocal, pop traditionnelle, soul, quiet storm, smooth jazz, gospel"
1598,House-progressive house
1599,http://fr.dbpedia.org/resource/Art_metal
1600,http://fr.dbpedia.org/resource/Symphonic_power_metal
1601,"Musique touareg, chantée en tamacheq et quelques fois en arabe."
1602,http://fr.dbpedia.org/resource/Metal_celtique
1603,http://fr.dbpedia.org/resource/Musiques_traditionnelles
1604,"Post-punk, new wave, synthpop"
1605,http://fr.dbpedia.org/resource/Chanson_pour_enfants
1606,http://fr.dbpedia.org/resource/Métal_progressif
1607,http://fr.dbpedia.org/resource/Mathcore_mélodique
1608,"variété italienne, Pop Nap Sound"
1609,"Jazz fusion, Latin jazz"
1610,"Variété pop, folk-rock"
1611,http://fr.dbpedia.org/resource/Middle_jazz
1612,"Soul, dance, electrofunk, R&B, house"
1613,Ethno alternatif festif
1614,"Électronique, synthpop, new wave, dub, reggae fusion, hip-hop alternatif, dance alternative"
1615,Musique folklorique vénézuélienne
1616,"Rap, reggae,Dance music"
1617,http://fr.dbpedia.org/resource/Musique_Improvisée
1618,musique bretonne - musique berbèreMusique du Monde
1619,http://fr.dbpedia.org/resource/Electro-punk
1620,"Metalcore, metalcore chrétien"
1621,http://fr.dbpedia.org/resource/Freakbeat
1622,http://fr.dbpedia.org/resource/Beat_(musique)
1623,http://fr.dbpedia.org/resource/Dark_metal_atmosphérique
1624,http://fr.dbpedia.org/resource/Horror_metal
1625,musique ancienne et contemporaine
1626,Électrofolk
1627,http://fr.dbpedia.org/resource/Boy_band
1628,"'''Tango, Musique Classique, Jazz"
1629,http://fr.dbpedia.org/resource/Ethno
1630,"RnB, neo soul, new jack swing, hip-hop soul"
1631,http://fr.dbpedia.org/resource/Rock_électronique
1632,http://fr.dbpedia.org/resource/Punk_Cabaret
1633,"Heavy metal, speed metal, thrash metal, proto-black metal, metal industriel"
1634,http://fr.dbpedia.org/resource/Nu-métal
1635,http://fr.dbpedia.org/resource/Alternatif_rock
1636,", gabber, terror, j-core."
1637,http://fr.dbpedia.org/resource/B.O
1638,"Toy music, musique acoustique, musique expérimentale"
1639,House-Electro-Alternatif
1640,"Rock, pop, jazz"
1641,http://fr.dbpedia.org/resource/Metal_extrême
1642,http://fr.dbpedia.org/resource/Fidget_house
1643,"J-Pop, HipHop, R&B"
1644,http://fr.dbpedia.org/resource/Groovy
1645,"Pop, Pop rock, Classique, Folk"
1646,Hardcore/metal
1647,http://fr.dbpedia.org/resource/Zarzuela
1648,http://fr.dbpedia.org/resource/Boogie_rock
1649,"Rock and roll, post-hardcore, punk rock, gospel yeh-yeh"
1650,"Heavy metal, speed metal, thrash metal, proto-black metal"
1651,http://fr.dbpedia.org/resource/Lamentation
1652,"Pop, Pop-rock"
1653,http://fr.dbpedia.org/resource/Punk_(musique)
1654,New country
1655,http://fr.dbpedia.org/resource/Musique_tibétaine
1656,http://fr.dbpedia.org/resource/Metal_atmosphérique
1657,"Classical jazz, cool jazz, bebop, swing, standards, mainstream"
1658,http://fr.dbpedia.org/resource/Latin_house
1659,rock acoustique world
1660,http://fr.dbpedia.org/resource/Musique_Celtique
1661,"Rock 'n' roll, post-punk, gospel yeh-yeh"
1662,"Musique tibétaine, world, Ache Lhamo"
1663,http://fr.dbpedia.org/resource/Musique_berbère
1664,http://fr.dbpedia.org/resource/Blackened_death_metal
1665,"Choro, samba et jazz"
1666,[chanson française]
1667,http://fr.dbpedia.org/resource/Rock_en_Bretagne
1668,http://fr.dbpedia.org/resource/Ethereal_wave
1669,http://fr.dbpedia.org/resource/Eurock
1670,http://fr.dbpedia.org/resource/Persian
1671,http://fr.dbpedia.org/resource/Danse_électro
1672,"jazz, pop"
1673,http://fr.dbpedia.org/resource/Metal_hardcore
1674,Punk/rock/celtique
1675,"New wave , pop"
1676,"Soul, R&B, early funk"
1677,"Punk, new wave, pop, rock"
1678,"instrumental, acoustique"
1679,http://fr.dbpedia.org/resource/OPM
1680,http://fr.dbpedia.org/resource/Hard-rock
1681,http://fr.dbpedia.org/resource/Terror
1682,"Pop, mandopop"
1683,"Folk, pop"
1684,http://fr.dbpedia.org/resource/Musique_hongroise
1685,"Rap East Coast, rap hardcore, Latin rap"
1686,http://fr.dbpedia.org/resource/Musique_bulgare
1687,", metal symphonique"
1688,http://fr.dbpedia.org/resource/Futurepop
1689,http://fr.dbpedia.org/resource/C-pop
1690,"folk, musiques du monde, inspiré par la musique de la Grèce antique"
1691,http://fr.dbpedia.org/resource/Trot_(musique)
1692,"Industrial hardcore, hardcore et gabber"
1693,http://fr.dbpedia.org/resource/Zef
1694,"Nu soul, Blues, Trip-hop"
1695,http://fr.dbpedia.org/resource/Musique_antillaise
1696,http://fr.dbpedia.org/resource/Zouk_RnB
1697,http://fr.dbpedia.org/resource/Electronic
1698,"Synthpop, future shock, post-wave dance"
1699,http://fr.dbpedia.org/resource/Blue
1700,"Jazz, librairie musicale"
1701,http://fr.dbpedia.org/resource/Industrial_hardcore
1702,"Eurodance, Trance  et  Disco, Pop,Dance"
1703,http://fr.dbpedia.org/resource/Chants_religieux
1704,http://fr.dbpedia.org/resource/Crooner
